model,STATION_ID_1,STATION_ID_2,purpose,period,mode,trips_total
1-TDM-Recalib,01-Ogdn,04-Layt,NHB,OK,wCRT,6.7247
1-TDM-Recalib,01-Ogdn,04-Layt,NHB,PK,dCRT,0.8145
1-TDM-Recalib,01-Ogdn,04-Layt,NHB,PK,wCRT,2.9513000000000003
1-TDM-Recalib,01-Ogdn,05-Frmg,HBC,PK,dCRT,19.697400000000002
1-TDM-Recalib,01-Ogdn,05-Frmg,HBC,PK,wCRT,1.876
1-TDM-Recalib,01-Ogdn,05-Frmg,HBO,OK,dCRT,10.102500000000001
1-TDM-Recalib,01-Ogdn,05-Frmg,HBO,OK,wCRT,43.8749
1-TDM-Recalib,01-Ogdn,05-Frmg,HBO,PK,dCRT,13.2454
1-TDM-Recalib,01-Ogdn,05-Frmg,HBO,PK,wCRT,15.8198
1-TDM-Recalib,01-Ogdn,05-Frmg,HBW,OK,dCRT,6.2540000000000004
1-TDM-Recalib,01-Ogdn,05-Frmg,HBW,OK,wCRT,8.419
1-TDM-Recalib,01-Ogdn,05-Frmg,HBW,PK,dCRT,25.0373
1-TDM-Recalib,01-Ogdn,05-Frmg,HBW,PK,wCRT,17.555
1-TDM-Recalib,01-Ogdn,05-Frmg,NHB,OK,dCRT,1.1622000000000001
1-TDM-Recalib,01-Ogdn,05-Frmg,NHB,OK,wCRT,6.4511
1-TDM-Recalib,01-Ogdn,05-Frmg,NHB,PK,dCRT,0.6621
1-TDM-Recalib,01-Ogdn,05-Frmg,NHB,PK,wCRT,3.2081
1-TDM-Recalib,01-Ogdn,06-WC,HBC,PK,dCRT,9.9865
1-TDM-Recalib,01-Ogdn,06-WC,HBC,PK,wCRT,7.0813
1-TDM-Recalib,01-Ogdn,06-WC,HBO,OK,dCRT,0.6196
1-TDM-Recalib,01-Ogdn,06-WC,HBO,OK,wCRT,1.264
1-TDM-Recalib,01-Ogdn,06-WC,HBO,PK,dCRT,0.7193
1-TDM-Recalib,01-Ogdn,06-WC,HBO,PK,wCRT,0.6219
1-TDM-Recalib,01-Ogdn,06-WC,HBW,OK,dCRT,1.4621
1-TDM-Recalib,01-Ogdn,06-WC,HBW,OK,wCRT,2.1394
1-TDM-Recalib,01-Ogdn,06-WC,HBW,PK,dCRT,11.0971
1-TDM-Recalib,01-Ogdn,06-WC,HBW,PK,wCRT,9.5281
1-TDM-Recalib,01-Ogdn,06-WC,NHB,OK,dCRT,0.4783
1-TDM-Recalib,01-Ogdn,06-WC,NHB,OK,wCRT,1.0709
1-TDM-Recalib,01-Ogdn,06-WC,NHB,PK,dCRT,0.3185
1-TDM-Recalib,01-Ogdn,06-WC,NHB,PK,wCRT,1.0235
1-TDM-Recalib,01-Ogdn,07-NTmp,HBC,PK,dCRT,15.9234
1-TDM-Recalib,01-Ogdn,07-NTmp,HBC,PK,wCRT,7.0731
1-TDM-Recalib,01-Ogdn,07-NTmp,HBO,OK,dCRT,11.8727
1-TDM-Recalib,01-Ogdn,07-NTmp,HBO,OK,wCRT,51.7797
1-TDM-Recalib,01-Ogdn,07-NTmp,HBO,PK,dCRT,16.2726
1-TDM-Recalib,01-Ogdn,07-NTmp,HBO,PK,wCRT,22.2023
1-TDM-Recalib,01-Ogdn,07-NTmp,HBW,OK,dCRT,44.4683
1-TDM-Recalib,01-Ogdn,07-NTmp,HBW,OK,wCRT,57.2221
1-TDM-Recalib,01-Ogdn,07-NTmp,HBW,PK,dCRT,154.9844
1-TDM-Recalib,01-Ogdn,07-NTmp,HBW,PK,wCRT,94.3535
1-TDM-Recalib,01-Ogdn,07-NTmp,NHB,OK,dCRT,6.5216
1-TDM-Recalib,01-Ogdn,07-NTmp,NHB,OK,wCRT,31.771
1-TDM-Recalib,01-Ogdn,07-NTmp,NHB,PK,dCRT,5.5760000000000005
1-TDM-Recalib,01-Ogdn,07-NTmp,NHB,PK,wCRT,20.0052
1-TDM-Recalib,01-Ogdn,08-SLCn,HBC,PK,dCRT,10.0182
1-TDM-Recalib,01-Ogdn,08-SLCn,HBC,PK,wCRT,9.7851
1-TDM-Recalib,01-Ogdn,08-SLCn,HBO,OK,dCRT,2.418
1-TDM-Recalib,01-Ogdn,08-SLCn,HBO,OK,wCRT,6.0955
1-TDM-Recalib,01-Ogdn,08-SLCn,HBO,PK,dCRT,3.9398
1-TDM-Recalib,01-Ogdn,08-SLCn,HBO,PK,wCRT,1.6405
1-TDM-Recalib,01-Ogdn,08-SLCn,HBW,OK,dCRT,10.8594
1-TDM-Recalib,01-Ogdn,08-SLCn,HBW,OK,wCRT,13.951
1-TDM-Recalib,01-Ogdn,08-SLCn,HBW,PK,dCRT,92.6807
1-TDM-Recalib,01-Ogdn,08-SLCn,HBW,PK,wCRT,48.1701
1-TDM-Recalib,01-Ogdn,08-SLCn,NHB,OK,dCRT,1.2228
1-TDM-Recalib,01-Ogdn,08-SLCn,NHB,OK,wCRT,12.9404
1-TDM-Recalib,01-Ogdn,08-SLCn,NHB,PK,dCRT,2.106
1-TDM-Recalib,01-Ogdn,08-SLCn,NHB,PK,wCRT,9.9268
1-TDM-Recalib,01-Ogdn,09-Murr,HBC,PK,dCRT,86.0681
1-TDM-Recalib,01-Ogdn,09-Murr,HBC,PK,wCRT,32.627
1-TDM-Recalib,01-Ogdn,09-Murr,HBO,OK,dCRT,14.2093
1-TDM-Recalib,01-Ogdn,09-Murr,HBO,OK,wCRT,15.8417
1-TDM-Recalib,01-Ogdn,09-Murr,HBO,PK,dCRT,19.0539
1-TDM-Recalib,01-Ogdn,09-Murr,HBO,PK,wCRT,7.3885
1-TDM-Recalib,01-Ogdn,09-Murr,HBW,OK,dCRT,10.5221
1-TDM-Recalib,01-Ogdn,09-Murr,HBW,OK,wCRT,15.3288
1-TDM-Recalib,01-Ogdn,09-Murr,HBW,PK,dCRT,50.2764
1-TDM-Recalib,01-Ogdn,09-Murr,HBW,PK,wCRT,32.9335
1-TDM-Recalib,01-Ogdn,09-Murr,NHB,OK,dCRT,2.4554
1-TDM-Recalib,01-Ogdn,09-Murr,NHB,OK,wCRT,8.2193
1-TDM-Recalib,01-Ogdn,09-Murr,NHB,PK,dCRT,2.6087000000000002
1-TDM-Recalib,01-Ogdn,09-Murr,NHB,PK,wCRT,8.2275
1-TDM-Recalib,01-Ogdn,10-SJ,HBC,PK,dCRT,31.2414
1-TDM-Recalib,01-Ogdn,10-SJ,HBO,OK,dCRT,3.8241
1-TDM-Recalib,01-Ogdn,10-SJ,HBO,OK,wCRT,0.7303000000000001
1-TDM-Recalib,01-Ogdn,10-SJ,HBO,PK,dCRT,4.8087
1-TDM-Recalib,01-Ogdn,10-SJ,HBO,PK,wCRT,0.35660000000000003
1-TDM-Recalib,01-Ogdn,10-SJ,HBW,OK,dCRT,0.559
1-TDM-Recalib,01-Ogdn,10-SJ,HBW,OK,wCRT,0.464
1-TDM-Recalib,01-Ogdn,10-SJ,HBW,PK,dCRT,7.8902
1-TDM-Recalib,01-Ogdn,10-SJ,HBW,PK,wCRT,2.7538
1-TDM-Recalib,01-Ogdn,10-SJ,NHB,OK,dCRT,1.1251
1-TDM-Recalib,01-Ogdn,10-SJ,NHB,OK,wCRT,1.0164
1-TDM-Recalib,01-Ogdn,10-SJ,NHB,PK,dCRT,1.0835000000000001
1-TDM-Recalib,01-Ogdn,10-SJ,NHB,PK,wCRT,1.2105
1-TDM-Recalib,01-Ogdn,11-Drap,HBC,PK,dCRT,6.811
1-TDM-Recalib,01-Ogdn,11-Drap,HBO,OK,dCRT,3.744
1-TDM-Recalib,01-Ogdn,11-Drap,HBO,OK,wCRT,0.47250000000000003
1-TDM-Recalib,01-Ogdn,11-Drap,HBO,PK,dCRT,4.4013
1-TDM-Recalib,01-Ogdn,11-Drap,HBO,PK,wCRT,0.1929
1-TDM-Recalib,01-Ogdn,11-Drap,HBW,OK,dCRT,0.4954
1-TDM-Recalib,01-Ogdn,11-Drap,HBW,OK,wCRT,0.4946
1-TDM-Recalib,01-Ogdn,11-Drap,HBW,PK,dCRT,4.2362
1-TDM-Recalib,01-Ogdn,11-Drap,HBW,PK,wCRT,1.3493
1-TDM-Recalib,01-Ogdn,11-Drap,NHB,OK,dCRT,0.5628
1-TDM-Recalib,01-Ogdn,11-Drap,NHB,OK,wCRT,2.1545
1-TDM-Recalib,01-Ogdn,11-Drap,NHB,PK,dCRT,0.536
1-TDM-Recalib,01-Ogdn,11-Drap,NHB,PK,wCRT,1.6002
1-TDM-Recalib,01-Ogdn,12-Lehi,HBC,PK,dCRT,15.0468
1-TDM-Recalib,01-Ogdn,12-Lehi,HBO,OK,dCRT,4.5015
1-TDM-Recalib,01-Ogdn,12-Lehi,HBO,OK,wCRT,0.6064
1-TDM-Recalib,01-Ogdn,12-Lehi,HBO,PK,dCRT,7.0528
1-TDM-Recalib,01-Ogdn,12-Lehi,HBO,PK,wCRT,0.3847
1-TDM-Recalib,01-Ogdn,12-Lehi,HBW,OK,dCRT,0.3904
1-TDM-Recalib,01-Ogdn,12-Lehi,HBW,OK,wCRT,0.3228
1-TDM-Recalib,01-Ogdn,12-Lehi,HBW,PK,dCRT,4.2212
1-TDM-Recalib,01-Ogdn,12-Lehi,HBW,PK,wCRT,0.9922
1-TDM-Recalib,01-Ogdn,12-Lehi,NHB,OK,dCRT,0.5318
1-TDM-Recalib,01-Ogdn,12-Lehi,NHB,OK,wCRT,1.3475
1-TDM-Recalib,01-Ogdn,12-Lehi,NHB,PK,dCRT,0.6691
1-TDM-Recalib,01-Ogdn,12-Lehi,NHB,PK,wCRT,1.3174
1-TDM-Recalib,01-Ogdn,13-AF,HBC,PK,dCRT,25.000899999999998
1-TDM-Recalib,01-Ogdn,13-AF,HBO,OK,dCRT,3.0683
1-TDM-Recalib,01-Ogdn,13-AF,HBO,OK,wCRT,0.1659
1-TDM-Recalib,01-Ogdn,13-AF,HBO,PK,dCRT,3.2868
1-TDM-Recalib,01-Ogdn,13-AF,HBO,PK,wCRT,0.0845
1-TDM-Recalib,01-Ogdn,13-AF,HBW,OK,dCRT,0.013900000000000001
1-TDM-Recalib,01-Ogdn,13-AF,HBW,OK,wCRT,0.0007000000000000001
1-TDM-Recalib,01-Ogdn,13-AF,HBW,PK,dCRT,0.6468
1-TDM-Recalib,01-Ogdn,13-AF,HBW,PK,wCRT,0.0126
1-TDM-Recalib,01-Ogdn,13-AF,NHB,OK,dCRT,0.4139
1-TDM-Recalib,01-Ogdn,13-AF,NHB,OK,wCRT,0.0136
1-TDM-Recalib,01-Ogdn,13-AF,NHB,PK,dCRT,0.5393
1-TDM-Recalib,01-Ogdn,13-AF,NHB,PK,wCRT,0.0724
1-TDM-Recalib,01-Ogdn,14-Orem,HBC,PK,dCRT,14.191600000000001
1-TDM-Recalib,01-Ogdn,14-Orem,HBO,OK,dCRT,5.891
1-TDM-Recalib,01-Ogdn,14-Orem,HBO,OK,wCRT,2.3333
1-TDM-Recalib,01-Ogdn,14-Orem,HBO,PK,dCRT,5.8756
1-TDM-Recalib,01-Ogdn,14-Orem,HBO,PK,wCRT,0.8773
1-TDM-Recalib,01-Ogdn,14-Orem,HBW,OK,dCRT,0.7658
1-TDM-Recalib,01-Ogdn,14-Orem,HBW,OK,wCRT,0.17650000000000002
1-TDM-Recalib,01-Ogdn,14-Orem,HBW,PK,dCRT,5.049
1-TDM-Recalib,01-Ogdn,14-Orem,HBW,PK,wCRT,0.5462
1-TDM-Recalib,01-Ogdn,14-Orem,NHB,OK,dCRT,0.5395
1-TDM-Recalib,01-Ogdn,14-Orem,NHB,OK,wCRT,1.4405
1-TDM-Recalib,01-Ogdn,14-Orem,NHB,PK,dCRT,0.5609000000000001
1-TDM-Recalib,01-Ogdn,14-Orem,NHB,PK,wCRT,1.2365
1-TDM-Recalib,01-Ogdn,15-Prov,HBC,PK,dCRT,9.6974
1-TDM-Recalib,01-Ogdn,15-Prov,HBC,PK,wCRT,1.7569
1-TDM-Recalib,01-Ogdn,15-Prov,HBO,OK,dCRT,7.2076
1-TDM-Recalib,01-Ogdn,15-Prov,HBO,OK,wCRT,1.522
1-TDM-Recalib,01-Ogdn,15-Prov,HBO,PK,dCRT,7.1405
1-TDM-Recalib,01-Ogdn,15-Prov,HBO,PK,wCRT,0.9486
1-TDM-Recalib,01-Ogdn,15-Prov,HBW,OK,dCRT,0.9359
1-TDM-Recalib,01-Ogdn,15-Prov,HBW,OK,wCRT,0.115
1-TDM-Recalib,01-Ogdn,15-Prov,HBW,PK,dCRT,5.0008
1-TDM-Recalib,01-Ogdn,15-Prov,HBW,PK,wCRT,0.4324
1-TDM-Recalib,01-Ogdn,15-Prov,NHB,OK,dCRT,0.33490000000000003
1-TDM-Recalib,01-Ogdn,15-Prov,NHB,OK,wCRT,1.8758000000000001
1-TDM-Recalib,01-Ogdn,15-Prov,NHB,PK,dCRT,0.3791
1-TDM-Recalib,01-Ogdn,15-Prov,NHB,PK,wCRT,1.0835
1-TDM-Recalib,02-Roy,03-Clrf,HBC,PK,dCRT,8.3556
1-TDM-Recalib,02-Roy,03-Clrf,HBC,PK,wCRT,1.7852999999999999
1-TDM-Recalib,02-Roy,03-Clrf,HBO,OK,dCRT,5.4668
1-TDM-Recalib,02-Roy,03-Clrf,HBO,OK,wCRT,18.0742
1-TDM-Recalib,02-Roy,03-Clrf,HBO,PK,dCRT,6.4431
1-TDM-Recalib,02-Roy,03-Clrf,HBO,PK,wCRT,8.1554
1-TDM-Recalib,02-Roy,03-Clrf,HBW,OK,dCRT,7.915
1-TDM-Recalib,02-Roy,03-Clrf,HBW,OK,wCRT,9.3901
1-TDM-Recalib,02-Roy,03-Clrf,HBW,PK,dCRT,26.8476
1-TDM-Recalib,02-Roy,03-Clrf,HBW,PK,wCRT,22.476399999999998
1-TDM-Recalib,02-Roy,03-Clrf,NHB,OK,dCRT,1.1568
1-TDM-Recalib,02-Roy,03-Clrf,NHB,OK,wCRT,1.3068
1-TDM-Recalib,02-Roy,03-Clrf,NHB,PK,dCRT,0.5788
1-TDM-Recalib,02-Roy,03-Clrf,NHB,PK,wCRT,0.6589
1-TDM-Recalib,02-Roy,04-Layt,HBO,OK,dCRT,2.2828
1-TDM-Recalib,02-Roy,04-Layt,HBO,OK,wCRT,4.7369
1-TDM-Recalib,02-Roy,04-Layt,HBO,PK,dCRT,2.2243
1-TDM-Recalib,02-Roy,04-Layt,HBO,PK,wCRT,1.574
1-TDM-Recalib,02-Roy,04-Layt,HBW,OK,dCRT,3.4621
1-TDM-Recalib,02-Roy,04-Layt,HBW,OK,wCRT,3.5649
1-TDM-Recalib,02-Roy,04-Layt,HBW,PK,dCRT,11.5343
1-TDM-Recalib,02-Roy,04-Layt,HBW,PK,wCRT,7.7714
1-TDM-Recalib,02-Roy,04-Layt,NHB,OK,dCRT,0.6954
1-TDM-Recalib,02-Roy,04-Layt,NHB,OK,wCRT,0.992
1-TDM-Recalib,02-Roy,04-Layt,NHB,PK,dCRT,0.3623
1-TDM-Recalib,02-Roy,04-Layt,NHB,PK,wCRT,0.45380000000000004
1-TDM-Recalib,02-Roy,05-Frmg,HBO,OK,dCRT,10.3228
1-TDM-Recalib,02-Roy,05-Frmg,HBO,OK,wCRT,11.235
1-TDM-Recalib,02-Roy,05-Frmg,HBO,PK,dCRT,12.4519
1-TDM-Recalib,02-Roy,05-Frmg,HBO,PK,wCRT,5.2652
1-TDM-Recalib,02-Roy,05-Frmg,HBW,OK,dCRT,6.4404
1-TDM-Recalib,02-Roy,05-Frmg,HBW,OK,wCRT,4.5057
1-TDM-Recalib,02-Roy,05-Frmg,HBW,PK,dCRT,27.918
1-TDM-Recalib,02-Roy,05-Frmg,HBW,PK,wCRT,11.2392
1-TDM-Recalib,02-Roy,05-Frmg,NHB,OK,dCRT,0.7538
1-TDM-Recalib,02-Roy,05-Frmg,NHB,OK,wCRT,0.7846000000000001
1-TDM-Recalib,02-Roy,05-Frmg,NHB,PK,dCRT,0.5226
1-TDM-Recalib,02-Roy,05-Frmg,NHB,PK,wCRT,0.4328
1-TDM-Recalib,02-Roy,06-WC,HBO,OK,dCRT,0.1627
1-TDM-Recalib,02-Roy,06-WC,HBO,OK,wCRT,0.2864
1-TDM-Recalib,02-Roy,06-WC,HBO,PK,dCRT,0.3449
1-TDM-Recalib,02-Roy,06-WC,HBO,PK,wCRT,0.14450000000000002
1-TDM-Recalib,02-Roy,06-WC,HBW,OK,dCRT,1.2412
1-TDM-Recalib,02-Roy,06-WC,HBW,OK,wCRT,1.1109
1-TDM-Recalib,02-Roy,06-WC,HBW,PK,dCRT,12.3649
1-TDM-Recalib,02-Roy,06-WC,HBW,PK,wCRT,5.991
1-TDM-Recalib,02-Roy,06-WC,NHB,OK,dCRT,0.1263
1-TDM-Recalib,02-Roy,06-WC,NHB,OK,wCRT,0.116
1-TDM-Recalib,02-Roy,06-WC,NHB,PK,dCRT,0.1574
1-TDM-Recalib,02-Roy,06-WC,NHB,PK,wCRT,0.1306
1-TDM-Recalib,02-Roy,07-NTmp,HBC,PK,dCRT,4.2384
1-TDM-Recalib,02-Roy,07-NTmp,HBO,OK,dCRT,18.7404
1-TDM-Recalib,02-Roy,07-NTmp,HBO,OK,wCRT,9.8811
1-TDM-Recalib,02-Roy,07-NTmp,HBO,PK,dCRT,25.0276
1-TDM-Recalib,02-Roy,07-NTmp,HBO,PK,wCRT,5.5684
1-TDM-Recalib,02-Roy,07-NTmp,HBW,OK,dCRT,76.9251
1-TDM-Recalib,02-Roy,07-NTmp,HBW,OK,wCRT,20.1362
1-TDM-Recalib,02-Roy,07-NTmp,HBW,PK,dCRT,283.1945
1-TDM-Recalib,02-Roy,07-NTmp,HBW,PK,wCRT,45.3146
1-TDM-Recalib,02-Roy,07-NTmp,NHB,OK,dCRT,7.336
1-TDM-Recalib,02-Roy,07-NTmp,NHB,OK,wCRT,2.761
1-TDM-Recalib,02-Roy,07-NTmp,NHB,PK,dCRT,7.0588
1-TDM-Recalib,02-Roy,07-NTmp,NHB,PK,wCRT,2.2001
1-TDM-Recalib,02-Roy,08-SLCn,HBC,PK,dCRT,0.724
1-TDM-Recalib,02-Roy,08-SLCn,HBO,OK,dCRT,2.2007
1-TDM-Recalib,02-Roy,08-SLCn,HBO,OK,wCRT,1.3065
1-TDM-Recalib,02-Roy,08-SLCn,HBO,PK,dCRT,5.7417
1-TDM-Recalib,02-Roy,08-SLCn,HBO,PK,wCRT,1.0504
1-TDM-Recalib,02-Roy,08-SLCn,HBW,OK,dCRT,15.7982
1-TDM-Recalib,02-Roy,08-SLCn,HBW,OK,wCRT,6.3482
1-TDM-Recalib,02-Roy,08-SLCn,HBW,PK,dCRT,148.9571
1-TDM-Recalib,02-Roy,08-SLCn,HBW,PK,wCRT,25.5864
1-TDM-Recalib,02-Roy,08-SLCn,NHB,OK,dCRT,1.2858
1-TDM-Recalib,02-Roy,08-SLCn,NHB,OK,wCRT,1.1023
1-TDM-Recalib,02-Roy,08-SLCn,NHB,PK,dCRT,2.773
1-TDM-Recalib,02-Roy,08-SLCn,NHB,PK,wCRT,1.118
1-TDM-Recalib,02-Roy,09-Murr,HBC,PK,dCRT,51.5863
1-TDM-Recalib,02-Roy,09-Murr,HBC,PK,wCRT,10.0211
1-TDM-Recalib,02-Roy,09-Murr,HBO,OK,dCRT,10.6646
1-TDM-Recalib,02-Roy,09-Murr,HBO,OK,wCRT,6.1771
1-TDM-Recalib,02-Roy,09-Murr,HBO,PK,dCRT,19.4918
1-TDM-Recalib,02-Roy,09-Murr,HBO,PK,wCRT,3.6964
1-TDM-Recalib,02-Roy,09-Murr,HBW,OK,dCRT,9.5047
1-TDM-Recalib,02-Roy,09-Murr,HBW,OK,wCRT,5.7718
1-TDM-Recalib,02-Roy,09-Murr,HBW,PK,dCRT,77.4626
1-TDM-Recalib,02-Roy,09-Murr,HBW,PK,wCRT,20.208
1-TDM-Recalib,02-Roy,09-Murr,NHB,OK,dCRT,1.5863
1-TDM-Recalib,02-Roy,09-Murr,NHB,OK,wCRT,0.9071
1-TDM-Recalib,02-Roy,09-Murr,NHB,PK,dCRT,2.1092
1-TDM-Recalib,02-Roy,09-Murr,NHB,PK,wCRT,0.9655
1-TDM-Recalib,02-Roy,10-SJ,HBC,PK,dCRT,0.6786
1-TDM-Recalib,02-Roy,10-SJ,HBC,PK,wCRT,0.0679
1-TDM-Recalib,02-Roy,10-SJ,HBO,OK,dCRT,0.1918
1-TDM-Recalib,02-Roy,10-SJ,HBO,OK,wCRT,0.09280000000000001
1-TDM-Recalib,02-Roy,10-SJ,HBO,PK,dCRT,0.4163
1-TDM-Recalib,02-Roy,10-SJ,HBO,PK,wCRT,0.0724
1-TDM-Recalib,02-Roy,10-SJ,HBW,OK,dCRT,0.374
1-TDM-Recalib,02-Roy,10-SJ,HBW,OK,wCRT,0.22790000000000002
1-TDM-Recalib,02-Roy,10-SJ,HBW,PK,dCRT,6.7909
1-TDM-Recalib,02-Roy,10-SJ,HBW,PK,wCRT,1.459
1-TDM-Recalib,02-Roy,10-SJ,NHB,OK,dCRT,0.1775
1-TDM-Recalib,02-Roy,10-SJ,NHB,OK,wCRT,0.0836
1-TDM-Recalib,02-Roy,10-SJ,NHB,PK,dCRT,0.3084
1-TDM-Recalib,02-Roy,10-SJ,NHB,PK,wCRT,0.1315
1-TDM-Recalib,02-Roy,11-Drap,HBO,OK,dCRT,0.4004
1-TDM-Recalib,02-Roy,11-Drap,HBO,OK,wCRT,0.1588
1-TDM-Recalib,02-Roy,11-Drap,HBO,PK,dCRT,0.5039
1-TDM-Recalib,02-Roy,11-Drap,HBO,PK,wCRT,0.0746
1-TDM-Recalib,02-Roy,11-Drap,HBW,OK,dCRT,0.3565
1-TDM-Recalib,02-Roy,11-Drap,HBW,OK,wCRT,0.1623
1-TDM-Recalib,02-Roy,11-Drap,HBW,PK,dCRT,3.4353000000000002
1-TDM-Recalib,02-Roy,11-Drap,HBW,PK,wCRT,0.6511
1-TDM-Recalib,02-Roy,11-Drap,NHB,OK,dCRT,0.2411
1-TDM-Recalib,02-Roy,11-Drap,NHB,OK,wCRT,0.1814
1-TDM-Recalib,02-Roy,11-Drap,NHB,PK,dCRT,0.2725
1-TDM-Recalib,02-Roy,11-Drap,NHB,PK,wCRT,0.1513
1-TDM-Recalib,02-Roy,12-Lehi,HBO,OK,dCRT,0.2426
1-TDM-Recalib,02-Roy,12-Lehi,HBO,OK,wCRT,0.1311
1-TDM-Recalib,02-Roy,12-Lehi,HBO,PK,dCRT,0.3341
1-TDM-Recalib,02-Roy,12-Lehi,HBO,PK,wCRT,0.0567
1-TDM-Recalib,02-Roy,12-Lehi,HBW,OK,dCRT,0.2401
1-TDM-Recalib,02-Roy,12-Lehi,HBW,OK,wCRT,0.1629
1-TDM-Recalib,02-Roy,12-Lehi,HBW,PK,dCRT,3.5682
1-TDM-Recalib,02-Roy,12-Lehi,HBW,PK,wCRT,0.6892
1-TDM-Recalib,02-Roy,12-Lehi,NHB,OK,dCRT,0.216
1-TDM-Recalib,02-Roy,12-Lehi,NHB,OK,wCRT,0.1438
1-TDM-Recalib,02-Roy,12-Lehi,NHB,PK,dCRT,0.2938
1-TDM-Recalib,02-Roy,12-Lehi,NHB,PK,wCRT,0.1572
1-TDM-Recalib,02-Roy,13-AF,HBO,OK,dCRT,0.028
1-TDM-Recalib,02-Roy,13-AF,HBO,OK,wCRT,0.0115
1-TDM-Recalib,02-Roy,13-AF,HBO,PK,dCRT,0.060200000000000004
1-TDM-Recalib,02-Roy,13-AF,HBO,PK,wCRT,0.0097
1-TDM-Recalib,02-Roy,13-AF,HBW,OK,dCRT,0.0002
1-TDM-Recalib,02-Roy,13-AF,HBW,PK,dCRT,0.1515
1-TDM-Recalib,02-Roy,13-AF,HBW,PK,wCRT,0.0263
1-TDM-Recalib,02-Roy,13-AF,NHB,OK,dCRT,0.0245
1-TDM-Recalib,02-Roy,13-AF,NHB,PK,dCRT,0.050300000000000004
1-TDM-Recalib,02-Roy,13-AF,NHB,PK,wCRT,0.0123
1-TDM-Recalib,02-Roy,14-Orem,HBC,PK,dCRT,88.7027
1-TDM-Recalib,02-Roy,14-Orem,HBO,OK,dCRT,6.8929
1-TDM-Recalib,02-Roy,14-Orem,HBO,OK,wCRT,1.0235
1-TDM-Recalib,02-Roy,14-Orem,HBO,PK,dCRT,5.4864
1-TDM-Recalib,02-Roy,14-Orem,HBO,PK,wCRT,0.5522
